index,number,frn,business_name,business_address,foreign_voice_provider,country,other_frns,other_dba_names,previous_dba_names,robocall_mitigation_contact_name,contact_title,contact_department,contact_business_address,contact_country,contact_telephone_number,contact_phone_extension,implementation,voice_service_provider_choice,gateway_provider_choice,intermediate_provider_choice,last_updated,filing_url
8503,RMD0020186,34540427,6x6 Termination Corporation,6340 N Eldridge Pkwy Houston TX 77041,No,United States of America,,,,Kevin Reid,CTO,Operations,6340 N Eldridge Pkwy Houston TX 77041,United States of America,(409) 269-4896,,Yes,Yes,Yes,No,2024-10-15,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6cd04a4e87d10e10a53f86e80cbb352e&view=sp
2434,RMD0004623,22885818,"7G Network, Inc.",4906 Via Cupertino Camarillo CA 93012,No,United States of America,,,,Ed Smart,EVP,Operations,4906 Via Cupertino Camarillo CA 93012 CA,United States of America,8056574444,,Yes,Yes,No,No,2024-08-09,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0bd577b11b8df4109294113d9c4bcbd9&view=sp
1398,RMD0003222,13800818,800 Response Information Services LLC,38 Eastwood Drive Suite 401 South Burlington VT 05403,No,United States of America,,,,Heather Barrows,Vice President of Operations,Operations,38 Eastwood Drive Suite 401 South Burlington VT 05403,United States of America,8028600378,,Partial,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e16ad4d81b05b45002beea82f54bcb3b&view=sp
6433,RMD0011171,31285927,"800LiNK, Inc.",614 E Hwy 50 Unit 301 Clermont FL 34711,No,United States of America,,,,Scott Beil,President,Executive Offices,614 E. Hwy 80 Unit 301 Clermont FL 34711,United States of America,6182228150,,Yes,Yes,No,No,2024-02-21,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2a9873101bd3c510823a419ae54bcb0e&view=sp
5056,RMD0008232,31443534,"800com, LLC",4134 Gulf of Mexico Dr #207 207 Longboat Key FL 34228,No,United States of America,none,none,none,Ryan Nichols,CTO,Customer Service,4134 Gulf of Mexico Dr #207 207 Longboat Key FL 34228,United States of America,8008004321,,Yes,No,No,Yes,2024-04-04,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=15a8878f1b327810810387bae54bcbf2&view=sp
8058,RMD0017487,34965954,802 Link Inc,437 N Main St Mount Airy NC 27030,No,United States of America,none,CyberGear,none,Steven Hinkle,Technician,Operations,437 N Main St Mount Airy NC 27030,United States of America,3364990749,104,Yes,Yes,No,No,2024-02-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9c8a13511b688610ab016206624bcbc7&view=sp
5871,RMD0009347,31607716,805 IT guys,814 Calle Plano Camarillo CA 93012,No,United States of America,,So Cal IT guys  SoCal IT guys,,Matthew Swarts,Managing Partner,IT,814 Calle Plano Camarillo CA 93012,United States of America,8054190456,701,Yes,Yes,No,No,2024-12-11,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=517d1b431ba73810cc2f2f82f54bcb84&view=sp
3984,RMD0006843,31335128,"844SpeakEZ, LLC","111 E. 4th Street, Suite 350 Alton IL 62002",No,United States of America,,,,Michael Drainer,President,Operations,"111 E. 4th Street, Suite 350 Alton IL 62002",United States of America,618-230-3399,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=45cba8111bfa341016b49796bc4bcbbd&view=sp
4123,RMD0007016,31422769,86Borders LLC,1266 WEST PACES FERRY RD NW Suite 674 Atlanta GA 30327,No,United States of America,,,,Marian C. Buford,Chief Information Officer,Information Technology,1266 WEST PACES FERRY RD NW Suite 674 Atlanta GA 30327,United States of America,'+1 404.433.0655,,Yes,Yes,No,No,2024-12-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=aefb21591bf634108d57ecace54bcb5e&view=sp
6603,RMD0011560,32578924,888 Management,10933 SW 186 st Miami FL 33157,No,United States of America,,,,Rocco DiBenedetto,President,Direct,10933 SW 186th St Miami FL 33157,United States of America,3053453936,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7aaab3191bdc1510031f0f21f54bcb44&view=sp
1137,RMD0002896,7099773,"8x8, Inc.",675  Creekside Way Campbell CA 95008,No,United States of America,0015343478,"Fuze, Inc.",,Brendan Kasper,Associate General Counsel,Legal,675  Creekside Way Campbell CA 95008,United States of America,6467517323,,Yes,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7051aa2f1bfcfc109294113d9c4bcb89&view=sp
3237,RMD0005863,25112707,903 Broadband,PO Box 222 Leonard TX 75452,No,United States of America,none,none,none,Tyler McCarley,CEO,Administration,PO Box 222 Leonard TX 75452,United States of America,9726581830,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=205697d21be2bc10c1bbed7ae54bcb3c&view=sp
3119,RMD0005683,31366719,911 Computer Repair Corp.,12462 S SAQUAMISH ST Riverton UT 84096,No,United States of America,,Voice in a Cloud,,Adam Spencer,CEO,Admin,12462 S SAQUAMISH ST Riverton UT 84096,United States of America,8018822222,1200,Yes,No,No,Yes,2024-02-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d4d293c11b62f810ca5aec21f54bcb97&view=sp
7692,RMD0015468,34406710,925 Telecom LLC,3900 Westerre Pkwy Suite 300 Richmond VA 23233,No,United States of America,NONE,NONE,NONE,Elizabeth Rose,President,Mitigation / Fraud,3900 Westerre Pkwy Suite 300 Richmond VA 23233,United States of America,804-404-2293,,Yes,Yes,Yes,No,2024-04-01,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=96d563881b923150b68ea828624bcb1f&view=sp
4164,RMD0007069,31403041,9x9 Technologies Inc,868 Lenox Rd Brooklyn NY 11203,No,United States of America,,,,Menachem Simon,Owner,Tech Support,868 Lenox Rd Brooklyn NY 11203,United States of America,7183071999,201,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4f937a5d1b327410e1ca848ce54bcb5e&view=sp
2505,RMD0004716,21162268,A & A Communications,PO Box 676 Panther WV 24872,No,United States of America,none,none,none,Bradley D Lockhart,Owner,Headend Tech,PO Box 676 Panther WV 24872,United States of America,3049383210,,Yes,Yes,No,No,2024-04-28,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=17ae2c421bc138109294113d9c4bcb71&view=sp
4848,RMD0007958,31388978,A Bargain Service Inc.,P O Box 325 Woodstock GA 30188,No,United States of America,none,"Sutton Service, Ace Appliance Repair, Homes FSBO LLC, Landlord2Landlord LLC, Panorama Press Inc.,",A Bargain Appliance Repair Inc,Ken Lemal,CEO,Office,P O Box 325 Woodstock GA 30188,United States of America,7704971990,718,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=78bc663a1bbe3810c8e0ed3ce54bcb59&view=sp
8572,RMD0020742,35305382,A Plus Affordable Products,810 Morning Glory Turn Ruckersville VA 22968,No,United States of America,,,,Brian Michael shifflett,Owner,Owner,810 Morning Glory Turn Ruckersville VA 22968,United States of America,4342607615,,Yes,Yes,No,No,2024-04-18,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a12e9f3a87654610b986a7570cbb358b&view=sp
8168,RMD0018559,34989541,A Quality Connection,970 W Valley Pkwy 657 Escondido CA 92025,No,United States of America,,,,Michael Nix,VP Operations,Operations,970 W Valley Pkwy 657 Escondido CA 92025,United States of America,858-485-0702,,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=81652f1e87204a101dda87f9cebb355a&view=sp
8775,RMD0021686,35486489,"A to Z PC, LLC",4017 Meadow Crest Ct Louisville KY 40245,No,United States of America,,,,Robert Cooke,Owner,,PO Box 988 Pewee Valle KY 40056,United States of America,5022413133,,Yes,Yes,No,No,2024-05-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=aee1a7481b6aca10eb9364eae54bcba9&view=sp
193,RMD0001672,30974729,A+ Wireless,1851 Holser Walk Suite 215 Oxnard CA 93036,No,United States of America,4529293,Advantage Telecom,,Chris Brashears,IT,IT,1851 Holser Walk Oxnard CA 93036,United States of America,805-340-0205,,Yes,Yes,No,No,2024-02-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cc1a43ea1b943050003c43f1f54bcb9a&view=sp
8378,RMD0019387,35045764,A-1 Chrysalis Technologies LLC,9202 Sweetbrush Dr Houston TX 77064,No,United States of America,,,A- Voice & Data,Kimberly Simmons,President,Management,9202 Sweetbrush Dr Houston TX 77064,United States of America,7133342044,,Yes,Yes,No,No,2024-03-04,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=bbbc80bc87340250467d0ed8cebb3596&view=sp
7982,RMD0017093,24230179,"A-1 TEL-COM, INC.",607 MAIN ST LIBERTY TX 77575,No,United States of America,,A-1 Tel-Com,,Matt Lanier,Owner,IT,607 MAIN ST LIBERTY TX 77575,United States of America,9363366983,,Yes,Yes,No,No,2024-12-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6771eac1dbe04610d2dfa368139619cb&view=sp
9246,RMD0024003,31535230,A.I. Labs LLC,215 WEST MICHIGAN AVENUE YPSILANTI MI 48197,No,United States of America,,"Touchpoint Labs, Shopwindow, Musicwindow",,Zabrina Corrales,Communications,Communications,215 WEST MICHIGAN AVENUE YPSILANTI MI 48197,United States of America,6786286802,,Yes,No,No,Yes,2024-11-08,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5bd4e1f847b11a50418b674c926d43c2&view=sp
7710,RMD0015506,34449488,A.Shammah Corporation,111 Sheridan Ave Deal NJ 07723,No,United States of America,NONE,A.Shammah Telecom,NONE,ALBERT A SHAMMAH,Owner,IT,111 Sheridan Ave Deal NJ 07723,United States of America,2032736587,,Yes,Yes,No,No,2024-12-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fb54de121b9a3950d44642e2b24bcbf0&view=sp
6242,RMD0010499,31776164,A.T.C. Voice Data Inc.,46 Center Ave Atlantic Highlands NJ 07716,No,United States of America,,,,Mike Doherty,President,Operations,46 Center Ave Atlantic Highlands NJ 07716,United States of America,7322917500,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=362226951b864510031f0f21f54bcb4f&view=sp
4353,RMD0007315,24649360,A1Routes,700 Louisiana Street Suite 3950 Houston TX 77002,No,United States of America,,,,Godson Gera,CEO,Regulatory/Billing,700 Louisiana Street Suite 3950 Houston TX 77002,United States of America,3478093866,,No,Yes,No,No,2024-04-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b52d4a791bbe7410e4ccdb1de54bcb9f&view=sp
4786,RMD0007882,19257575,"A3 Communications, Inc.",1038 Kinley Rd Building B Irmo SC 29063,No,United States of America,,NONE,Converged Communications,Devin Isentol,Systems Enginner,Telecom,1038 Kinley Road Irmo SC 29063,United States of America,8037445026,,Yes,Yes,No,No,2024-12-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=25c7ca761b3e3810c8e0ed3ce54bcb6e&view=sp
3322,RMD0005981,31385685,AA Answerphones,1230 Central Ave Albany NY 12205,No,United States of America,,"Answerphone, A Better Answer",,Edward Dybas,Director of Special Projects,IT Department,1230 Central Ave Albany NY 12205,United States of America,5184891552,,Yes,No,No,Yes,2024-03-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2498ab621beabc10031f0f21f54bcbe3&view=sp
6797,RMD0012242,32868853,AAA American Leasing LLC,221 Broad st Milford CT 06460,No,United States of America,0032868812,AAA data Solutions,none,Divyesh,member,Accounting,221 Broad st Milford CT 06460,United States of America,203-876-7978,,Yes,Yes,No,No,2024-12-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d9df24831bf15150c1bbed7ae54bcb63&view=sp
3801,RMD0006609,24356057,AAA Security Communications,404 E. 4500 S. Suite B10 Salt Lake City UT 84107,No,United States of America,none,none,none,Axiel Kingston,Telecommunications Director,Telecommunications,404 E. 4500 S. Suite B10 Salt Lake City UT 84107,United States of America,8015347508,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=12a786e81bbab0107b3bed39bc4bcb8e&view=sp
8930,RMD0021988,35630649,ABVOIPTEL LLC,1207 Delaware Ave Suit#934 Wilmington Delaware 19806,No,United States of America,,,,ABDUL REHMAN,CEO,Compliance,1207 Delaware Ave Suit#934 Wilmington Delaware 19806,United States of America,'+1 940 241 7061,,Partial,No,Yes,No,2024-07-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=94da14fd8717ca50b986a7570cbb35bc&view=sp
4962,RMD0008100,31445836,ACACIA CAPITAL GROUP LLC,824 MIDDLE FORK PL Chula Vista CA 91914,No,United States of America,,,,MAX,CEO,CEO,824 MIDDLE FORK PL Chula Vista CA 91914,United States of America,619 247 9770,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d124efb21b7e3810e4ccdb1de54bcb24&view=sp
7458,RMD0014819,34019281,ACASPro Software,321 SE 12th. Ave Sutie 4 Pompano Beach FL 33060,No,United States of America,,,,Kevin Preston,Owner,Admin,321 SE 12th. Ave. Suite 4 Pompano Beach FL 33060,United States of America,954-854-2819,1,Yes,Yes,No,No,2024-12-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9e9086da1b00b110165aedfde54bcb08&view=sp
6935,RMD0012551,31029358,ACHH LLC,714 Venture Drive #149 Morgantown WV 26505,No,United States of America,,,,Chad Hanson,Member-Manager,Legal,714 Venture Drive Morgantown WV 26508,United States of America,8002167220,,Yes,Yes,No,No,2024-12-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=05be343c1b579510680f657ae54bcb9d&view=sp
6039,RMD0009739,31787120,ACL Telecom LLC,1971 E Beltline NE STE 106/834 Grand Rapids MI 49525,No,United States of America,,Heritage Telecom,,Andrew Lauppe,Owner,Administration,1971 E Beltline NE STE 106/834 Grand Rapids MI 49525,United States of America,6164655001,221,Yes,Yes,No,No,2024-04-01,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=885223411bbc8510d49ca86ce54bcbab&view=sp
8748,RMD0021641,35473321,ACM Communications,2310 June Mountain Ct Rocklin CA 95765,No,United States of America,,,,Tom Oja,Op Mgr,Operations,2310 June Mountain Ct Rocklin CA 95765,United States of America,9167970880,,Partial,Yes,No,No,2024-05-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6b072d7a1b92c6104b29a682604bcb18&view=sp
9485,RMD0026359,25637893,ACMETEL USA LLC,17W695 C Butterfield Rd Oakbrook Terrace IL 60181,No,United States of America,,,,Syed Z. Hussain,President,Administration,17W695 C Butterfield Rd Oakbrook Terrace IL 60181,United States of America,(312) 428-5515,,Partial,No,No,Yes,2025-01-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f861175f978f5a504d74b42ad053afd5&view=sp
1930,RMD0003918,4328340,"ACN Communication Services, LLC",1000 Progress Place Concord NC 28025,No,United States of America,none,Flash Wireless  Flash Mobile,ACN Digital Phone Service,Shane Gingell,Director of Engineering,Engineering,1000 Progress Place Concord NC 28025,United States of America,7042603446,3446,Partial,Yes,No,No,2024-12-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8b7215e51bc5741064c4426de54bcb7f&view=sp
4638,RMD0007694,26541581,"ACOM,LLC",4 Family Life Ln Front Royal VA 22630,No,United States of America,,Syntax Communications (This DBA is not used for voice services),,Robert Adanitsch,President,Operations,4 Family Life Ln Front Royal VA 22630,United States of America,5405515580,,No,Yes,No,No,2024-04-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7cf4dee21b7238101ec7a93ce54bcb1a&view=sp
8306,RMD0019207,31811326,ACP CreativIT LLC,851 Commerce Court Buffalo Grove IL 60089,No,United States of America,,,,Linda Dobinson,Director of Operations,Executive Offices,851 Commerce Court Buffalo Grove IL 60089,United States of America,218.740.2815,,No,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=aa5c0dfe87608a101dda87f9cebb359e&view=sp
3404,RMD0006090,18926618,"ACS Business Systems, Inc.",1305 North 4th Street Grand Junction CO 81501,No,United States of America,,ACSTalk,,Vincent Church,Vice-President,Support,1305 North 4th Street Grand Junction CO 81501,United States of America,9702457088,,Yes,Yes,No,No,2024-12-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b5602c361ba2f850222b0e9ee54bcb89&view=sp
1707,RMD0003625,22389860,"ACS Long Distance, LLC",600 Telephone Avenue MS #60 Anchorage AK 99515,No,United States of America,none,ACS; Alaska Communications,"ATU Long Distance, Inc; ACS Long Distance, Inc",Brice Mast,"Sr. Manager, Network Engineering",Network Engineering,600 Telephone Avenue Anchorage AK 99503 AK,United States of America,907.341.6514,,Partial,Yes,No,No,2024-11-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f49d301d1b85f0109294113d9c4bcba1&view=sp
3567,RMD0006304,31300965,"ACS Technologies Group, Inc.",180 Dunbarton Drive Florence SC 29501,No,United States of America,,,"Higher Ground Technologies, Inc.",Carl Wagner,Business Operations Manager,Managed Services,180 Dunbarton Drive Florence SC 29501,United States of America,843-413-8116,,Yes,Yes,No,No,2024-04-11,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a38c9c5b1b26305085edebdbac4bcbc9&view=sp
1726,RMD0003658,22389548,"ACS of Alaska, LLC",600 Telephone Avenue MS #60 Anchorage AK 90503,No,United States of America,none,ACS; Alaska Communications,"ACS of Alaska, Inc;; Telephone Utilities of Alaska, Inc.",Brice Mast,"Sr. Manager, Network Engineering",Network Engineering,600 Telephone Avenue Anchorage AK 99503,United States of America,9073416514,,Partial,Yes,No,No,2024-11-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ce34dddd1b09f0102eb2a82fe54bcbdd&view=sp
