index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
144,28048908.0,"Nuso, LLC",314-390-6260,7777 Bonhomme Ave Suite 1100 Clayton Missouri 63105,7777 Bonhomme Ave Suite 1100 Clayton MO 63105 MO,Complete STIR/SHAKEN Implementation
145,4246898.0,Logan Telephone Cooperative Inc,2705424121,10725 Bowling Green Rd P.O. Box 97 Auburn KY 42206,P.O. Box 97  10725 Bowling Green Road Auburn KY 42206,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
146,22129910.0,"UniVoIP, Inc.",3107473266,830 PARKVIEW DR NORTH EL SEGUNDO CA 90245,830 PARKVIEW DR NORTH EL SEGUNDO CA 90245,Complete STIR/SHAKEN Implementation
147,25319039.0,GTT Americas LLC,'+1 512 807 1615,3100 Clarendon Blvd Suite 200 Arlington VA 22201,3100 Clarendon Blvd Suite 200 Arlington Virginia 22201,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
148,3737194.0,The Nebraska Central Telephone Co.,4026945101,22 LaBarre St. PO Box 700 Gibbon NE 68840,22 LaBarre St. Gibbon NE 68840,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
149,4306825.0,PLANTERS RURAL TELEPHONE COOP,912-857-4411,100 OGEECHEE STREET PO Box 8 NEWINGTON GA 30446,100 OGEECHEE STREET NEWINGTON GA 30446,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
150,17068073.0,"Planters Communications, LLC",912-857-4411,P.O. Box 7 100 Ogeechee Street Newington GA 30446,P.O. Box 7 Newington GA 30446,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
151,30956874.0,SkyTel OU,'+3723335510,"Lasnamae 18  11416 Tallinn, Estonia","Lasnamae 18  11416 Tallinn, Estonia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
152,30956007.0,iconglobal services,'+442081506150,"600 W 6 th Street Fourth Floor #1071 Texas 76102 Fort Worth, United States",600 W 6 th Street Fourth Floor #1071 Fort Worth TX 76102 London,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
153,27194802.0,Mash Telecom Inc.,'+15145190313,"1085 Rue Smith, Suite 1005   Montreal, Canada","1085 Rue Smith, Suite 1005 Montreal 10100 Quebec",Complete STIR/SHAKEN Implementation
154,30961684.0,Libyan International Telecom Company,'+218913601149,"Hay Elwihda Elarabia, Beside Alwaha Bank, Libya Tripoli, Libya",Hay Alndalus Tripoli,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
155,27139963.0,Simwood Inc.,8338573277,"5016 Spedale Ct. #306 37174 Spring Hill, United States","5016 Spedale Ct. #306 37174 Spring Hill, United States",Complete STIR/SHAKEN Implementation
156,14281588.0,"Citynet Holdings, LLC",304-848-5400,3600 University Ave Morgantown WV 26505,3600 University Ave Morgantown WV 26505,Complete STIR/SHAKEN Implementation
157,3707775.0,"TruVista Communications, Inc. f/k/a The Chester Telephone Company",803-581-9152,112 York Street PO Box 160 Chester SC 29706,112 York Street Chester SC 29706,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
158,1655125.0,"W.T. Services, Inc.",8063643331,3429 US Hwy 385 P.O. Box 1776 Hereford TX 79045,3429 US Hwy 385 Hereford TX 79045,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
159,4278453.0,West Texas Rural Telephone Cooperative Inc.,8063643331,3425 US Hwy 385 P.O. Box 1737 Hereford TX 79045,3425 US Hwy 385 Hereford TX 79045,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
160,13243571.0,"Network Enhanced Telecom, LLP",972-235-7135,119 W. Tyler Street Suite 100 Longview TX 75601,119 W. Tyler Street Suite 100 Longview TX 75601,Complete STIR/SHAKEN Implementation
161,23005572.0,"1Wire Fiber, LLC",8019906200,171 west 7065 south Midvale UT 84047,171 west 7065 south Midvale UT 84047 UTAH,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
162,2592665.0,UNITED FARMERS TELEPHONE CO,712-834-2211,216 N. Main PO Box 240 Everly IA 51338,216 N. Main Everly IA 51338,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
163,2598464.0,Brooklyn Mutual Telecommunications Cooperative,641-522-9211,129 Jackson Street PO Box 513 Brooklyn IA 52211,129 Jackson Street Brooklyn IA 52211,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
164,6800221.0,"Granite Telecommunications, LLC",6179335521,One Heritage Drive Quincy Massachusetts 02171,100 Newport Avenue Extension Quincy MA 02171,Complete STIR/SHAKEN Implementation
165,4342473.0,Pigeon Telephone Company,9894534420,7585 W Pigeon Rd PO Box 650 Pigeon MI 48755,7585 W Pigeon Rd Pigeon MI 48755,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
166,4322665.0,"Tekstar Communications, Inc.",218-346-8453,150 2nd St SW Perham MN 56573,150 2nd St SW Perham MN 56573,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
167,3730850.0,"Craigville Telephone Company, Inc.",'+1 260 565 3131,2351 N. Main St. Craigville IN 46731,2351 N. Main St. Craigville IN 46731,Complete STIR/SHAKEN Implementation
168,4337648.0,Moapa Valley Telephone Co.,702-397-2117,1120 N Moapa Valley Blvd P.O. Box 365 Overton NV 89040,1120 North Moapa Valley Blvd Overton NV 89040,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
169,3801909.0,"Cambridge Telephone Company, Inc.",208-257-3314,130 Superior Street PO Box 88 Cambridge ID 83610,130 Superior Street Cambridge ID 83610,Complete STIR/SHAKEN Implementation
170,1773670.0,Twin Lakes Telephone Cooperative Corporation,'+1 931 268 2151,200 Telephone Lane PO Box 67 Gainesboro TN 38562,200 Telephone Lane Gainesboro TN 38562,Complete STIR/SHAKEN Implementation
171,18998724.0,"Telnyx, LLC",312 270 8153,311 West Superior St Suite 504 Chicago IL 60654,311 West Superior St Chicago IL 60654,Complete STIR/SHAKEN Implementation
172,21804562.0,Telintel LTD,7868716500,1655 N Commerce Pkwy Weston FL 33326,1655 N Commerce Pkwy Weston FL 33326,Complete STIR/SHAKEN Implementation
173,26904763.0,Headland Communications,4152000400,PO Box 7775 #23630 San Francisco CA 94120,PO Box 7775 #23630 San Francisco CA 94120,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
174,7069867.0,The Community Agency,712-930-5594,102 S Eastern St Sanborn IA 51248,102 S Eastern St Sanborn IA 51248,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
175,1952555.0,Skyline Telephone Membership Corporation,3368776363,1200 NC Hwy 194 N PO Box 759 West Jefferson NC 28694,1200 NC Hwy 194 N West Jefferson NC 28694,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
176,4274890.0,"SkyBest Communications, Inc.",336-876-6363,P.O. Box 759 West Jefferson NC 28694,1200 NC Hwy 194 N West Jefferson NC 28694,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
177,3222213.0,Palmerton Telephone Co,610-826-2115,465 Delaware Ave P.O.Box 215 Palmerton PA 18071,465 Delaware Ave Palmerton PA 18071,Complete STIR/SHAKEN Implementation
178,7804123.0,Identidad Advertising Development LLc,'+17865461176,848 Brickell Ave Suite 810 Miami FL 33131,848 Brickell Ave Suite 810 Miami FL 33131,Complete STIR/SHAKEN Implementation
179,5100383.0,INFOMOVIL TELEVISION AND SYSTEM CORP,'+17865461186,848 Brickell Ave Suite 810 Miami FL 33131,848 Brickell Ave Suite 810 Miami FL 33131,Complete STIR/SHAKEN Implementation
180,3752508.0,Manning Municipal Utilities,712 655 2660,"321 Center Street Manning, IA 51455","321 Center Street Manning, IA 51455",Complete STIR/SHAKEN Implementation
181,24648255.0,"Anveo, Inc.",2157010680,148 East Street Road #107 Feasterville PA 19053,148 East Street Road Feasterville PA 19053,Complete STIR/SHAKEN Implementation
182,4821989.0,Illinois Electric Cooperative,2172438747,2 South Main St Winchester IL 62694,2 South Main St Winchester IL 62694,Complete STIR/SHAKEN Implementation
183,4326070.0,Stoneham Cooperative Telephone Corporation,9707352251,41625 Marble ave. PO BOX 56 Stoneham CO 80754,"41625 Marble ave., PO BOX 56 Stoneham CO 80754",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
184,4322079.0,Madison Telephone Company,6204372356,117 North Third Street Madison KS 66860,117 North Third Street Madison KS 66860,Complete STIR/SHAKEN Implementation
185,23498595.0,Quality Voice & Data,5166565120,102 Grant Street Aurora NE 68818,102 Grant Street Aurora NE 68818,Complete STIR/SHAKEN Implementation
186,23883499.0,"MT Networks, LLC",6204372356,117 North 3rd Street PO Box 337 Madison KS 66860,117 North 3rd Street Madison KS 66860,Complete STIR/SHAKEN Implementation
187,26062265.0,"Akabis, LLC",8663121070,2940 Appaloosa Blvd Melbourne FL 32934,395 East Drive Melbourne FL 32904,Complete STIR/SHAKEN Implementation
188,23178569.0,Morse Communications Inc,3212588469,395 East Drive Melbourne FL 32904,395 East Drive Melbourne FL 32904,Complete STIR/SHAKEN Implementation
189,1856566.0,Hart Telephone Company,7063764701,196 N Forest Avenue P.O. Box #388 Hartwell GA 30643,"196 North Forest Avenue, PO Box 388 Hartwell GA 30643",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
190,4334629.0,Midway Telephone Company,906-387-0043,108 W Superior Street Munising MI 49862,108 W Superior Street Munising MI 49862,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
191,4334611.0,Ontonagon County Telephone Company,906-387-0043,108 W Superior Street Munising MI 49862,108 W Superior Street Munising MI 49862,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
192,6764948.0,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",402-245-4451,110 WEST 17TH STREET FALLS CITY NE 68355,110 WEST 17TH STREET FALLS CITY NE 68355,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
193,30974729.0,A+ Wireless,805-340-0205,1851 Holser Walk Suite 215 Oxnard CA 93036,1851 Holser Walk Oxnard CA 93036,Complete STIR/SHAKEN Implementation
194,2751881.0,"Thumb Cellular, LLC",989-453-4420,7585 W Pigeon Rd PO Box 650 Pigeon MI 48755,7585 West Pigeon Road Pigeon MI 48755,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
195,1700632.0,McLoud Telephone Co,479-424-1675,14101 Wireless Way Suite 300 Oklahoma City OK 73134,14101 Wireless Way Suite 300 Oklahoma City OK 73134,Complete STIR/SHAKEN Implementation
196,7759517.0,DOBSON TELEPHONE CO INC,479-424-1675,14101 Wireless Way Ste 300 Oklahoma City OK 73134,14101 Wireless Way Suite 300 Oklahoma City OK 73134,Complete STIR/SHAKEN Implementation
197,9118415.0,"Dobson Technologies, Transport and Telecom Solutions",4794241675,14101 Wireless Way Suite 300 Oklahoma City OK 73134,14101 Wireless Way Suite 300 Oklahoma City OK 73134,Complete STIR/SHAKEN Implementation
198,1700418.0,Panhandle Telephone Cooperative Inc,580-468-2586,603 S Main PO Box 1188 Guymon OK 73942,603 S Main Guymon OK 73942,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
199,15387913.0,Blue Ridge Digital Telephone Company,6108262551,PO Box 215 Palmerton PA 18071,613 3rd street Palmerton PA 18071 PA,Complete STIR/SHAKEN Implementation
200,2388262.0,Glenwood Telephone Membership Corporation,402.756.3131,510 West Gage PO Box 97 Blue Hill NE 68930,510 West Gage Street Blue Hill NE 68930,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
201,3776507.0,Glenwood Telecommunications Inc.,402.756.3131,510 West Gage Street PO Box 357 Blue Hill NE 68930,510 West Gage Street Blue Hill NE 68930,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
202,6759815.0,Easton Telecom Services LLC,3306596700,Summit II - Unit A 3046 Brecksville Road 550 Richfield OH 44286,Summit II - Unit A Richfield OH 44286,Complete STIR/SHAKEN Implementation
203,3715877.0,Henderson Cooperative Telephone Company,402-723-4448,1000 North Main Henderson NE 68371,1000 North Main St. PO 487 Henderson NE 68371,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
204,1886860.0,Palmetto Rural Telephone Cooperative Inc,8435389339,2471 Jefferies Hwy Walterboro SC 29488,1682 Winchester Road Walterboro SC 29488,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
205,3741386.0,"Palmetto Telephone Communications, LLC",8435389339,2471 Jefferies Hwy P.O. Drawer 1577 Walterboro SC 29488,1682 Winchester Road Walterboro SC 29488,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
206,18110981.0,Tri-County Communications Inc d/b/a Intelligent Network Communications Inc,6362572020,392 Rock Church Rd PO Box 398 Catawissa MO 63015,392 Rock Church Rd Catawissa MO 63015,Complete STIR/SHAKEN Implementation
207,3726288.0,"The Farmers Mutual Telephone Company of Stanton, Iowa",7128292111,410 Broad Avenue PO Box 220 Stanton IA 51573,410 Broad Avenue Stanton IA 51573,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
208,4957528.0,Waldron Telephone Company,517-286-6211,115 South Main Street PO Box 197 Waldron MI 49288,115 South Main Street Waldron MI 49288,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
209,4957544.0,Waldron Communication Company,517-286-6211,115 South Main Street PO Box 197 Waldron MI 49288,115 South Main Street Waldron MI 49288,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
210,2592897.0,Sully Telephone Association,641-594-2905,P. O. Box 308 Sully IA 50251,305 7th Avenue Sully IA 50251,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
211,22355762.0,Inland Cellular LLC,2082982610,109 S. First Street P.O. Box 688 Roslyn WA 98941,1112 36th St. N Lewiston ID 83501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
212,30865760.0,"Volli Communications, Inc.",614-300-2973,790 Windmiller Drive Pickerington OH 43147,790 Windmiller Drive Pickerington OH 43147,Complete STIR/SHAKEN Implementation
213,30979413.0,ProComm365 Technologies Inc.,'+8556662270,"185-9040 Blundell Rd., Suite# 308, Canada Richmond, Canada","185-9040 Blundell Rd., Suite# 308, Canada Richmond, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
214,23090988.0,Magic Apple Technology LLC,6154257474,3057 Millerton Way PO Box 251 Thompson's Station TN 37179,3057 Millerton Way Thompson's Station TN 37179,Complete STIR/SHAKEN Implementation
215,5769302.0,CTC TELECOM INC,208-257-3314,130 Superior Street Cambridge ID 83610,130 Superior Street Cambridge ID 83610,Complete STIR/SHAKEN Implementation
216,24186223.0,Peering Hub Inc,4844249683,3524 Silverside Road Suite35B Wilmington DE 19810,3524 Silverside Road Suite35B Wilmington DE 19810,Complete STIR/SHAKEN Implementation
217,3738739.0,Livingston Telephone Company,307-600-0000,701 West Church Street Suite B Livingston TX 77351,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
218,3745791.0,"Dalton Telephone Company, LLC",307-600-0000,P.O. Box 19817 Colorado City CO 81019,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
219,21370424.0,Talk Telecom,3052978781,8000 NW 31st Street Suite 11 Doral FL 33122,"433 Plaza Real, Suite 275 � Office 57 Boca Raton FL 33432",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
220,4333043.0,"Waverly Hall Telephone, LLC",307-600-0000,7457 Hwy 208 P.O. Box 100 Waverly Hall GA 31831,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
221,5070933.0,"South Park, L.L.C.,  dba South Park Telephone Company",307-600-0000,60 Beckwith Dr. P.O. Box 19166 Colorado City CO 81019,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
222,1615665.0,The Rye Telephone Company,307-600-0000,60 Beckwith Dr P.O. Box 19048 Colorado City CO 81019,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
223,2329662.0,"S&A Telephone Co., Inc.",307-600-0000,413 Main Street PO Box 68 Allen KS 66833,1791 OG Skinner Dr West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
224,4327417.0,"Elsie Communications, Inc.",307-600-0000,P.O. Box 19848 60 Beckwith Drive Colorado City CO 81019,1791 OG Skinner Dr 60 Beckwith Drive West Point GA 31833,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
225,5075403.0,"Momentum  Telecom, Inc",8774401989,"1 Concourse Parkway, NE Suite 600 Atlanta GA 30328","1 Concourse Parkway, NE Suite 600 Atlanta GA 30328 GA",Complete STIR/SHAKEN Implementation
226,30981682.0,Compass Inc.,'+14166458040,"1 Eva Road, Canada Toronto, Canada","1 Eva Road, Canada Toronto, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
227,2645927.0,Ace Telephone Association,5078963192,207 E CEDAR STREET PO Box 360 HOUSTON MN 55943,207 E CEDAR STREET PO Box 360 HOUSTON MN 55943,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
228,8188633.0,WebFire Communications Inc.,940.691.7577,3406 McNiel Ave Wichita Falls TX 76308,3406 McNiel Ave Wichita Falls TX 76308,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
229,25845561.0,VaultTel Solutions LLC,5109140740,3614 HOWE CT. FREMONT CA 94538,3614 HOWE CT. FREMONT CA 94538,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
230,29935236.0,ETI Telecom Inc,'+1 323 230 4092,340 S Lemon Ave # 9127 Walnut CA 91789,340 S Lemon Ave Walnut CA 91789,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
231,30982227.0,Apelby GmbH,'+420797995005,"Oststrasse  40211 Dusseldorf, Germany","Oststrasse  40211 Dusseldorf, Germany",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
232,1583194.0,Western Wahkiakum County Telephone Company,360.465.2211,P.O. Box 99 Rosburg WA 98643,19 Miller Point Rd Rosburg WA 98643,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
233,6662423.0,"The Toledo Telephone Co., Inc.",360.864.5044,183 Plomondon Road P.O. Box 669 Toledo WA 98591,183 Plomondon Road Toledo WA 98591,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
234,4320362.0,"Yucca Telecommunications Systems, Inc.",5752262255,201 W 2nd St P. O. Box 867 Portales NM 88130,201 West 2nd Street Portales NM 88130,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
235,4337721.0,Monroe Telephone Company,541.847.5135,PO Box 130 Monroe OR 97456,PO Box 130 Monroe OR 97456,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
236,1559798.0,Roome Telecommunications Inc,559-534-2211,707 W 1st St PO Box 227 Halsey OR 97348,707 W 1st St PO Box 227 Halsey OR 97348,Complete STIR/SHAKEN Implementation
237,1596717.0,"The Lincoln County Telephone System, Inc.",775.962.0801,PO Box 150 747 Main Street Pioche NV 89043,PO Box 150 Pioche NV 89043,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
