index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
140,0003724705,Templeton Telephone Co,712-669-3311,"115 N Main St
PO Box 77
Templeton IA 51463","115 N. Main Street
Templeton IA 51463",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
141,0030953590,Goode Systems and Consulting,7135245151,"410 Pierce St.
Ste. 241
Houston TX 77002","410 Pierce St.
Ste. 241
Houston TX 77002",Complete STIR/SHAKEN Implementation
142,0024799751,"QCSTelecom, Inc",7325957278,"1 Stair Way
Monroe NY 10950","1 Stair Way
Monroe NY 10950",Complete STIR/SHAKEN Implementation
143,0005813316,"Campus Communications Group, Inc.",2173533026,"601 N Country Fair Dr
Champaign IL 61821","601 N Country Fair Dr
Champaign IL 61821",Complete STIR/SHAKEN Implementation
144,0028048908,"Nuso, LLC",314-390-6260,"7777 Bonhomme Ave
Suite 1100
Clayton Missouri 63105","7777 Bonhomme Ave
Suite 1100
Clayton MO 63105
MO",Complete STIR/SHAKEN Implementation
145,0004246898,Logan Telephone Cooperative Inc,2705424121,"10725 Bowling Green Rd
P.O. Box 97
Auburn KY 42206","P.O. Box 97  10725 Bowling Green Road
Auburn KY 42206",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
146,0022129910,"UniVoIP, Inc.",3107473266,"830 PARKVIEW DR NORTH
EL SEGUNDO CA 90245","830 PARKVIEW DR NORTH
EL SEGUNDO CA 90245",Complete STIR/SHAKEN Implementation
147,0025319039,GTT Americas LLC,'+1 512 807 1615,"3100 Clarendon Blvd
Suite 200
Arlington VA 22201","3100 Clarendon Blvd
Suite 200
Arlington Virginia 22201",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
148,0003737194,The Nebraska Central Telephone Co.,4026945101,"22 LaBarre St.
PO Box 700
Gibbon NE 68840","22 LaBarre St.
Gibbon NE 68840",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
149,0004306825,PLANTERS RURAL TELEPHONE COOP,912-857-4411,"100 OGEECHEE STREET
PO Box 8
NEWINGTON GA 30446","100 OGEECHEE STREET
NEWINGTON GA 30446",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
150,0017068073,"Planters Communications, LLC",912-857-4411,"P.O. Box 7
100 Ogeechee Street
Newington GA 30446","P.O. Box 7
Newington GA 30446",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
151,0030956874,SkyTel OU,'+3723335510,"Lasnamae 18
 11416 Tallinn, Estonia","Lasnamae 18
 11416 Tallinn, Estonia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
152,0030956007,iconglobal services,'+442081506150,"600 W 6 th Street Fourth Floor #1071
Texas 76102 Fort Worth, United States","600 W 6 th Street Fourth Floor #1071
Fort Worth TX 76102
London",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
153,0027194802,Mash Telecom Inc.,'+15145190313,"1085 Rue Smith, Suite 1005
  Montreal, Canada","1085 Rue Smith, Suite 1005
Montreal 10100
Quebec",Complete STIR/SHAKEN Implementation
154,0030961684,Libyan International Telecom Company,'+218913601149,"Hay Elwihda Elarabia, Beside Alwaha Bank, Libya
Tripoli, Libya","Hay Alndalus
Tripoli",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
155,0027139963,Simwood Inc.,8338573277,"5016 Spedale Ct.
#306 37174 Spring Hill, United States","5016 Spedale Ct.
#306 37174 Spring Hill, United States",Complete STIR/SHAKEN Implementation
156,0014281588,"Citynet Holdings, LLC",304-848-5400,"3600 University Ave
Morgantown WV 26505","3600 University Ave
Morgantown WV 26505",Complete STIR/SHAKEN Implementation
157,0003707775,"TruVista Communications, Inc. f/k/a The Chester Telephone Company",803-581-9152,"112 York Street
PO Box 160
Chester SC 29706","112 York Street
Chester SC 29706",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
158,0001655125,"W.T. Services, Inc.",8063643331,"3429 US Hwy 385
P.O. Box 1776
Hereford TX 79045","3429 US Hwy 385
Hereford TX 79045",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
159,0004278453,West Texas Rural Telephone Cooperative Inc.,8063643331,"3425 US Hwy 385
P.O. Box 1737
Hereford TX 79045","3425 US Hwy 385
Hereford TX 79045",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
160,0013243571,"Network Enhanced Telecom, LLP",972-235-7135,"119 W. Tyler Street
Suite 100
Longview TX 75601","119 W. Tyler Street
Suite 100
Longview TX 75601",Complete STIR/SHAKEN Implementation
161,0023005572,"1Wire Fiber, LLC",8019906200,"171 west 7065 south
Midvale UT 84047","171 west 7065 south
Midvale UT 84047
UTAH",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
162,0002592665,UNITED FARMERS TELEPHONE CO,712-834-2211,"216 N. Main
PO Box 240
Everly IA 51338","216 N. Main
Everly IA 51338",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
163,0002598464,Brooklyn Mutual Telecommunications Cooperative,641-522-9211,"129 Jackson Street
PO Box 513
Brooklyn IA 52211","129 Jackson Street
Brooklyn IA 52211",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
164,0006800221,"Granite Telecommunications, LLC",6179335521,"One Heritage Drive
Quincy Massachusetts 02171","100 Newport Avenue Extension
Quincy MA 02171",Complete STIR/SHAKEN Implementation
165,0004342473,Pigeon Telephone Company,9894534420,"7585 W Pigeon Rd
PO Box 650
Pigeon MI 48755","7585 W Pigeon Rd
Pigeon MI 48755",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
166,0004322665,"Tekstar Communications, Inc.",218-346-8453,"150 2nd St SW
Perham MN 56573","150 2nd St SW
Perham MN 56573",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
167,0003730850,"Craigville Telephone Company, Inc.",'+1 260 565 3131,"2351 N. Main St.
Craigville IN 46731","2351 N. Main St.
Craigville IN 46731",Complete STIR/SHAKEN Implementation
168,0004337648,Moapa Valley Telephone Co.,702-397-2117,"1120 N Moapa Valley Blvd
P.O. Box 365
Overton NV 89040","1120 North Moapa Valley Blvd
Overton NV 89040",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
169,0003801909,"Cambridge Telephone Company, Inc.",208-257-3314,"130 Superior Street
PO Box 88
Cambridge ID 83610","130 Superior Street
Cambridge ID 83610",Complete STIR/SHAKEN Implementation
170,0001773670,Twin Lakes Telephone Cooperative Corporation,'+1 931 268 2151,"200 Telephone Lane
PO Box 67
Gainesboro TN 38562","200 Telephone Lane
Gainesboro TN 38562",Complete STIR/SHAKEN Implementation
171,0018998724,"Telnyx, LLC",312 270 8153,"311 West Superior St
Suite 504
Chicago IL 60654","311 West Superior St
Chicago IL 60654",Complete STIR/SHAKEN Implementation
172,0021804562,Telintel LTD,7868716500,"1655 N Commerce Pkwy
Weston FL 33326","1655 N Commerce Pkwy
Weston FL 33326",Complete STIR/SHAKEN Implementation
173,0026904763,Headland Communications,4152000400,"PO Box 7775 #23630
San Francisco CA 94120","PO Box 7775 #23630
San Francisco CA 94120",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
174,0007069867,The Community Agency,712-930-5594,"102 S Eastern St
Sanborn IA 51248","102 S Eastern St
Sanborn IA 51248",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
175,0001952555,Skyline Telephone Membership Corporation,3368776363,"1200 NC Hwy 194 N
PO Box 759
West Jefferson NC 28694","1200 NC Hwy 194 N
West Jefferson NC 28694",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
176,0004274890,"SkyBest Communications, Inc.",336-876-6363,"P.O. Box 759
West Jefferson NC 28694","1200 NC Hwy 194 N
West Jefferson NC 28694",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
177,0003222213,Palmerton Telephone Co,610-826-2115,"465 Delaware Ave
P.O.Box 215
Palmerton PA 18071","465 Delaware Ave
Palmerton PA 18071",Complete STIR/SHAKEN Implementation
178,0007804123,Identidad Advertising Development LLc,'+17865461176,"848 Brickell Ave
Suite 810
Miami FL 33131","848 Brickell Ave
Suite 810
Miami FL 33131",Complete STIR/SHAKEN Implementation
179,0005100383,INFOMOVIL TELEVISION AND SYSTEM CORP,'+17865461186,"848 Brickell Ave
Suite 810
Miami FL 33131","848 Brickell Ave
Suite 810
Miami FL 33131",Complete STIR/SHAKEN Implementation
180,0003752508,Manning Municipal Utilities,712 655 2660,"321 Center Street
Manning, IA 51455","321 Center Street
Manning, IA 51455",Complete STIR/SHAKEN Implementation
181,0024648255,"Anveo, Inc.",2157010680,"148 East Street Road
#107
Feasterville PA 19053","148 East Street Road
Feasterville PA 19053",Complete STIR/SHAKEN Implementation
182,0004821989,Illinois Electric Cooperative,2172438747,"2 South Main St
Winchester IL 62694","2 South Main St
Winchester IL 62694",Complete STIR/SHAKEN Implementation
183,0004326070,Stoneham Cooperative Telephone Corporation,9707352251,"41625 Marble ave.
PO BOX 56
Stoneham CO 80754","41625 Marble ave., PO BOX 56
Stoneham CO 80754",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
184,0004322079,Madison Telephone Company,6204372356,"117 North Third Street
Madison KS 66860","117 North Third Street
Madison KS 66860",Complete STIR/SHAKEN Implementation
185,0023498595,Quality Voice & Data,5166565120,"102 Grant Street
Aurora NE 68818","102 Grant Street
Aurora NE 68818",Complete STIR/SHAKEN Implementation
186,0023883499,"MT Networks, LLC",6204372356,"117 North 3rd Street
PO Box 337
Madison KS 66860","117 North 3rd Street
Madison KS 66860",Complete STIR/SHAKEN Implementation
187,0026062265,"Akabis, LLC",8663121070,"2940 Appaloosa Blvd
Melbourne FL 32934","395 East Drive
Melbourne FL 32904",Complete STIR/SHAKEN Implementation
188,0023178569,Morse Communications Inc,3212588469,"395 East Drive
Melbourne FL 32904","395 East Drive
Melbourne FL 32904",Complete STIR/SHAKEN Implementation
189,0001856566,Hart Telephone Company,7063764701,"196 N Forest Avenue
P.O. Box #388
Hartwell GA 30643","196 North Forest Avenue, PO Box 388
Hartwell GA 30643",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
190,0004334629,Midway Telephone Company,906-387-0043,"108 W Superior Street
Munising MI 49862","108 W Superior Street
Munising MI 49862",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
191,0004334611,Ontonagon County Telephone Company,906-387-0043,"108 W Superior Street
Munising MI 49862","108 W Superior Street
Munising MI 49862",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
192,0006764948,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",402-245-4451,"110 WEST 17TH STREET
FALLS CITY NE 68355","110 WEST 17TH STREET
FALLS CITY NE 68355",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
193,0030974729,A+ Wireless,805-340-0205,"1851 Holser Walk
Suite 215
Oxnard CA 93036","1851 Holser Walk
Oxnard CA 93036",Complete STIR/SHAKEN Implementation
194,0002751881,"Thumb Cellular, LLC",989-453-4420,"7585 W Pigeon Rd
PO Box 650
Pigeon MI 48755","7585 West Pigeon Road
Pigeon MI 48755",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
195,0001700632,McLoud Telephone Co,479-424-1675,"14101 Wireless Way
Suite 300
Oklahoma City OK 73134","14101 Wireless Way
Suite 300
Oklahoma City OK 73134",Complete STIR/SHAKEN Implementation
196,0007759517,DOBSON TELEPHONE CO INC,479-424-1675,"14101 Wireless Way
Ste 300
Oklahoma City OK 73134","14101 Wireless Way
Suite 300
Oklahoma City OK 73134",Complete STIR/SHAKEN Implementation
197,0009118415,"Dobson Technologies, Transport and Telecom Solutions",4794241675,"14101 Wireless Way
Suite 300
Oklahoma City OK 73134","14101 Wireless Way
Suite 300
Oklahoma City OK 73134",Complete STIR/SHAKEN Implementation
198,0001700418,Panhandle Telephone Cooperative Inc,580-468-2586,"603 S Main
PO Box 1188
Guymon OK 73942","603 S Main
Guymon OK 73942",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
199,0015387913,Blue Ridge Digital Telephone Company,6108262551,"PO Box 215
Palmerton PA 18071","613 3rd street
Palmerton PA 18071
PA",Complete STIR/SHAKEN Implementation
200,0002388262,Glenwood Telephone Membership Corporation,402.756.3131,"510 West Gage
PO Box 97
Blue Hill NE 68930","510 West Gage Street
Blue Hill NE 68930",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
201,0003776507,Glenwood Telecommunications Inc.,402.756.3131,"510 West Gage Street
PO Box 357
Blue Hill NE 68930","510 West Gage Street
Blue Hill NE 68930",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
202,0006759815,Easton Telecom Services LLC,3306596700,"Summit II - Unit A
3046 Brecksville Road 550
Richfield OH 44286","Summit II - Unit A
Richfield OH 44286",Complete STIR/SHAKEN Implementation
203,0003715877,Henderson Cooperative Telephone Company,402-723-4448,"1000 North Main
Henderson NE 68371","1000 North Main St. PO 487
Henderson NE 68371",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
204,0001886860,Palmetto Rural Telephone Cooperative Inc,8435389339,"2471 Jefferies Hwy
Walterboro SC 29488","1682 Winchester Road
Walterboro SC 29488",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
205,0003741386,"Palmetto Telephone Communications, LLC",8435389339,"2471 Jefferies Hwy
P.O. Drawer 1577
Walterboro SC 29488","1682 Winchester Road
Walterboro SC 29488",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
206,0018110981,Tri-County Communications Inc d/b/a Intelligent Network Communications Inc,6362572020,"392 Rock Church Rd
PO Box 398
Catawissa MO 63015","392 Rock Church Rd
Catawissa MO 63015",Complete STIR/SHAKEN Implementation
207,0003726288,"The Farmers Mutual Telephone Company of Stanton, Iowa",7128292111,"410 Broad Avenue
PO Box 220
Stanton IA 51573","410 Broad Avenue
Stanton IA 51573",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
208,0004957528,Waldron Telephone Company,517-286-6211,"115 South Main Street
PO Box 197
Waldron MI 49288","115 South Main Street
Waldron MI 49288",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
209,0004957544,Waldron Communication Company,517-286-6211,"115 South Main Street
PO Box 197
Waldron MI 49288","115 South Main Street
Waldron MI 49288",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
210,0002592897,Sully Telephone Association,641-594-2905,"P. O. Box 308
Sully IA 50251","305 7th Avenue
Sully IA 50251",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
211,0022355762,Inland Cellular LLC,2082982610,"109 S. First Street
P.O. Box 688
Roslyn WA 98941","1112 36th St. N
Lewiston ID 83501",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
212,0030865760,"Volli Communications, Inc.",614-300-2973,"790 Windmiller Drive
Pickerington OH 43147","790 Windmiller Drive
Pickerington OH 43147",Complete STIR/SHAKEN Implementation
213,0030979413,ProComm365 Technologies Inc.,'+8556662270,"185-9040 Blundell Rd., Suite# 308, Canada
Richmond, Canada","185-9040 Blundell Rd., Suite# 308, Canada
Richmond, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
214,0023090988,Magic Apple Technology LLC,6154257474,"3057 Millerton Way
PO Box 251
Thompson's Station TN 37179","3057 Millerton Way
Thompson's Station TN 37179",Complete STIR/SHAKEN Implementation
215,0005769302,CTC TELECOM INC,208-257-3314,"130 Superior Street
Cambridge ID 83610","130 Superior Street
Cambridge ID 83610",Complete STIR/SHAKEN Implementation
216,0024186223,Peering Hub Inc,4844249683,"3524 Silverside Road Suite35B
Wilmington DE 19810","3524 Silverside Road Suite35B
Wilmington DE 19810",Complete STIR/SHAKEN Implementation
217,0003738739,Livingston Telephone Company,307-600-0000,"701 West Church Street
Suite B
Livingston TX 77351","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
218,0003745791,"Dalton Telephone Company, LLC",307-600-0000,"P.O. Box 19817
Colorado City CO 81019","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
219,0021370424,Talk Telecom,3052978781,"8000 NW 31st Street
Suite 11
Doral FL 33122","433 Plaza Real, Suite 275 � Office 57
Boca Raton FL 33432",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
220,0004333043,"Waverly Hall Telephone, LLC",307-600-0000,"7457 Hwy 208
P.O. Box 100
Waverly Hall GA 31831","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
221,0005070933,"South Park, L.L.C.,  dba South Park Telephone Company",307-600-0000,"60 Beckwith Dr.
P.O. Box 19166
Colorado City CO 81019","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
222,0001615665,The Rye Telephone Company,307-600-0000,"60 Beckwith Dr
P.O. Box 19048
Colorado City CO 81019","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
223,0002329662,"S&A Telephone Co., Inc.",307-600-0000,"413 Main Street
PO Box 68
Allen KS 66833","1791 OG Skinner Dr
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
224,0004327417,"Elsie Communications, Inc.",307-600-0000,"P.O. Box 19848
60 Beckwith Drive
Colorado City CO 81019","1791 OG Skinner Dr
60 Beckwith Drive
West Point GA 31833",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
225,0005075403,"Momentum  Telecom, Inc",8774401989,"1 Concourse Parkway, NE
Suite 600
Atlanta GA 30328","1 Concourse Parkway, NE
Suite 600
Atlanta GA 30328
GA",Complete STIR/SHAKEN Implementation
226,0030981682,Compass Inc.,'+14166458040,"1 Eva Road, Canada
Toronto, Canada","1 Eva Road, Canada
Toronto, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
227,0002645927,Ace Telephone Association,5078963192,"207 E CEDAR STREET
PO Box 360
HOUSTON MN 55943","207 E CEDAR STREET
PO Box 360
HOUSTON MN 55943",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
228,0008188633,WebFire Communications Inc.,940.691.7577,"3406 McNiel Ave
Wichita Falls TX 76308","3406 McNiel Ave
Wichita Falls TX 76308",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
229,0025845561,VaultTel Solutions LLC,5109140740,"3614 HOWE CT.
FREMONT CA 94538","3614 HOWE CT.
FREMONT CA 94538",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
230,0029935236,ETI Telecom Inc,'+1 323 230 4092,"340 S Lemon Ave
# 9127
Walnut CA 91789","340 S Lemon Ave
Walnut CA 91789",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
231,0030982227,Apelby GmbH,'+420797995005,"Oststrasse
 40211 Dusseldorf, Germany","Oststrasse
 40211 Dusseldorf, Germany",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
232,0001583194,Western Wahkiakum County Telephone Company,360.465.2211,"P.O. Box 99
Rosburg WA 98643","19 Miller Point Rd
Rosburg WA 98643",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
